instance_id predicted_score
2475218615076601065 0.006871553451830394
398316874173557226 0.02976069435268324
6586402638209028583 0.030118134461650528
1040996105851528465 0.022292581154393212
6316278569655873454 0.017929001814727213
868158305045921978 0.02270959318599909
5713520501786699854 0.027319820070447625
932945015407923184 0.009547992509453785
1919197847086752313 0.01073231392157551
304887065966615346 0.010097670058305584
3282556850371665 0.007409891199687624
8829646398295427742 0.01236359759114731
3177704368658581090 0.006211412979260265
331811904131229654 0.034683882412770345
1529584165704680903 0.01665182377788883
410957802501821801 0.025879182161412183
7858701120525579871 0.02884236045453754
1007593432911733192 0.035583521876828325
6933421324008829721 0.02574376008815476
949601458836318592 0.01910755909872772
1204371563787795352 0.015788410210130232
6697124581068234934 0.010255750929610794
7458626674337135052 0.007139743761250674
6451011837344535814 0.006862883598345049
4970342844069330588 0.008210358366810435
1311037283502827477 0.004652281897051548
5367830782177104937 0.0070034938000449335
130085071580390177 0.004741251428715015
5277248246761080968 0.00628832772199191
8248237544078109435 0.010959468014925209
8160495387552112248 0.00533983851680653
4990633888389156703 0.01121239923808251
5367915129338412746 0.007139743761250674
7166315717760973347 0.010352423660088523
3922408194130789536 0.004501456868758584
3198031054131887410 0.004144683638046544
8381639851093431264 0.009948733935945411
4196377277000518389 0.015257115468607764
7216665137006358861 0.0059383601947944715
7657988882068327631 0.010033678819055678
6580538684502645403 0.011059349937215801
8285962653536984730 0.01617999388802659
667595007626814688 0.008079415705602812
794637447406319981 0.011623712513388767
1667489879796904413 0.006576324913230323
7581478598841084967 0.00653849232649447
272473116112748683 0.0052560953792814774
7616847274036607679 0.004210577189683553
3090692985891227788 0.011604659725889487
1497475395995941288 0.009199275427087457
441294948945551728 0.011653047915039716
3856621171799337440 0.00833354205325939
7233013970386906908 0.009201920893298915
7782462939020585759 0.009874534928148533
7819341218876328892 0.011381443240299471
8768374492722589767 0.0058941758645526055
7699672123093034935 0.009193314694463977
3105846136880438244 0.006836820666085823
6362992075498435257 0.004852281090893537
4633007087835435834 0.005689422676251983
3278116017102114132 0.007549143138818392
5363866899442970684 0.0042931562124288395
4763880063818181026 0.01221754460101961
6499417853689436305 0.009895600533686388
8825197220275291270 0.010455541461660276
1702555588196061071 0.011783410498112124
6579068549138521196 0.007428959775139296
6993939747206748437 0.013299485190811417
6426886544329476252 0.011289169207878137
7860426862982048754 0.008469825637718057
2527297114841298382 0.010626408304723764
7933313760459159869 0.007282989519499088
75469955133175158 0.0057795201913524155
7906499375892573021 0.004584820515730781
297206904225842053 0.007303289650196356
1277202590313089835 0.009674685375183296
1897838256899211077 0.008944964092401449
6554880088483459971 0.010307136747514144
6235346144393008382 0.008565094371904483
4934006048075874133 0.004353132606102243
3434477093176970312 0.005235508349244894
872629453371620942 0.010863343072635883
6562540679725413333 0.004889463627643531
2549347096994045410 0.00570634181803393
4114531809002228993 0.01199147350064247
6947254775144460887 0.008906672791556058
4193769699798080591 0.009130170807940574
4299012801018800018 0.005668795563975117
4659062641181513784 0.00869200207783119
5574367751937642699 0.011789097979160234
6074037798572199156 0.012558814611242657
8024877078089305183 0.007764419764967388
3576745609723701102 0.01162768713515975
4387536418119078860 0.00693940715674359
59596392243977340 0.005361182252039538
2091354043474870892 0.010036011902780374
3966382312694618857 0.010847609619797128
7472760435899602494 0.00560313753955741
3198557291404155567 0.0055770259395908775
1340012448531949213 0.005569715224648017
8830478013318984291 0.005518630282326589
4750788892877807074 0.0050847342802185945
4489273316708706518 0.011893172600223415
8244650590101261901 0.008402250486411644
4858740570621533413 0.005511748141046612
6574836078618592522 0.004575633936973307
8043823938478133928 0.01136551264447903
5560933328574734864 0.010057530553231768
3709060275784363998 0.008620157364984333
6202485565760628927 0.005300490286593313
3941947698604231411 0.008318302597479519
1980180280733366382 0.007791150954950879
7710765171626200752 0.00761937936913355
5824318658173462176 0.00726881527289817
5243054028010204447 0.011914186971355599
1143993040051443911 0.010784347948218366
2037772651107598845 0.010514284046843455
7470734154246698497 0.006896202534022968
2523181996580848656 0.00977860862963291
8452022941451037435 0.014425777905824569
927504634826570733 0.0045924363395211595
2597805510581801545 0.003604689843803119
2499080841153987519 0.011602698181767354
163807825264653896 0.005998844270704883
2502678713837987982 0.0073148342073770765
1526151713017037622 0.010460813162601005
1768216870621739659 0.010561989642795202
817331509321550604 0.013691271883420203
6686667053967253376 0.010084028122095799
5299583121790369228 0.008847184745704357
5585024284234417351 0.009931837918397602
1604976632639851313 0.010370965732235423
1041212349975192991 0.00353635443836303
802918703517012152 0.008116907796072373
6909182353626620470 0.010867353708941853
1874783208062455148 0.011574705677411725
590370581953806675 0.005306101715173141
4357489829777680958 0.009866556893414832
252205590979964157 0.008091228345393603
3855377415648680657 0.005628375205395835
9108564362830696742 0.00891034276129673
5559112022764482380 0.00578438320413591
1632910180343132894 0.007592112756975119
6793829579549371789 0.007055336172554956
1118128856472657337 0.006229542685674221
2892060938155506223 0.007414997738628047
8614041918260246627 0.0035915601331794117
6465962103228301432 0.003304185674130787
7162492013828731916 0.011320450698280369
3597080532065967562 0.005920640013659651
150665717183815588 0.007780959029700828
978380972294888193 0.01025821378908272
1628582540909746198 0.007157874496606646
4855790075544650290 0.008615595542689461
5824427867272718879 0.015662198693296235
6637749344029336154 0.007644354966392049
